epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
176,24731.8,0.72894,0.36551,0.87467,0.99145,0.98627,0.99285,0.84562,0.69913,0.29739,0.89642,4.75726e-05,4.75726e-05,4.75726e-05
177,24872.2,0.72261,0.36179,0.86923,0.99164,0.98647,0.99285,0.84562,0.69921,0.29755,0.89609,4.66011e-05,4.66011e-05,4.66011e-05
178,25012.6,0.72268,0.36674,0.87217,0.99168,0.98658,0.99285,0.84428,0.69997,0.29785,0.89664,4.56387e-05,4.56387e-05,4.56387e-05
179,25152.9,0.7282,0.367,0.87602,0.99165,0.9866,0.99281,0.84597,0.69983,0.29766,0.89679,4.46855e-05,4.46855e-05,4.46855e-05
180,25292.9,0.72975,0.37056,0.87503,0.99629,0.98543,0.99282,0.84591,0.69938,0.29709,0.89681,4.37416e-05,4.37416e-05,4.37416e-05
181,25433.5,0.73621,0.37426,0.87511,0.99158,0.98621,0.99275,0.84892,0.69739,0.29613,0.89602,4.28073e-05,4.28073e-05,4.28073e-05
182,25573.9,0.71576,0.36184,0.87044,0.99306,0.98712,0.99273,0.84835,0.69648,0.29594,0.89538,4.18826e-05,4.18826e-05,4.18826e-05
183,25715.3,0.72731,0.36274,0.88024,0.99351,0.98725,0.99278,0.84896,0.69551,0.29547,0.89536,4.09678e-05,4.09678e-05,4.09678e-05
184,25856.4,0.73209,0.36578,0.87428,0.99356,0.98659,0.99278,0.8489,0.69455,0.29455,0.89497,4.00629e-05,4.00629e-05,4.00629e-05
185,25996.1,0.72081,0.36308,0.87266,0.99307,0.98607,0.99279,0.84943,0.69309,0.29446,0.89456,3.91681e-05,3.91681e-05,3.91681e-05
186,26136.4,0.73105,0.36147,0.87249,0.99393,0.98415,0.9928,0.84883,0.69284,0.29347,0.89437,3.82835e-05,3.82835e-05,3.82835e-05
187,26276.5,0.70443,0.36293,0.86613,0.99391,0.98435,0.99283,0.84932,0.69117,0.29399,0.89379,3.74093e-05,3.74093e-05,3.74093e-05
188,26417.6,0.71146,0.35786,0.86473,0.99382,0.98467,0.99285,0.8504,0.69119,0.29396,0.89338,3.65456e-05,3.65456e-05,3.65456e-05
189,26558.8,0.71629,0.36177,0.86825,0.99278,0.98575,0.99288,0.85042,0.69031,0.29536,0.89295,3.56926e-05,3.56926e-05,3.56926e-05
190,26699.7,0.71471,0.36035,0.87088,0.99279,0.98569,0.99285,0.84981,0.69015,0.29391,0.89235,3.48503e-05,3.48503e-05,3.48503e-05
191,26840.6,0.71664,0.35849,0.86942,0.99287,0.98565,0.99287,0.84979,0.69041,0.29418,0.8924,3.4019e-05,3.4019e-05,3.4019e-05
192,26981.3,0.70781,0.35641,0.86743,0.99372,0.98467,0.99282,0.85093,0.69071,0.29462,0.89156,3.31987e-05,3.31987e-05,3.31987e-05
193,27122,0.70465,0.35436,0.86734,0.99373,0.98467,0.99283,0.85057,0.69116,0.29549,0.89158,3.23897e-05,3.23897e-05,3.23897e-05
194,27263,0.71703,0.36349,0.87237,0.99371,0.98467,0.99283,0.85166,0.69067,0.29466,0.89095,3.15919e-05,3.15919e-05,3.15919e-05
195,27402.7,0.71684,0.35764,0.87046,0.99308,0.98573,0.99287,0.85204,0.68991,0.29532,0.89081,3.08055e-05,3.08055e-05,3.08055e-05
196,27543.5,0.7031,0.3591,0.86427,0.9932,0.98573,0.99288,0.85148,0.68963,0.29424,0.89038,3.00307e-05,3.00307e-05,3.00307e-05
197,27683.8,0.71037,0.36456,0.86932,0.99326,0.98587,0.99288,0.85151,0.6892,0.29374,0.89034,2.92676e-05,2.92676e-05,2.92676e-05
198,27824.1,0.70253,0.3573,0.86187,0.99335,0.98577,0.99294,0.85122,0.68841,0.29394,0.88996,2.85163e-05,2.85163e-05,2.85163e-05
199,27964.4,0.70905,0.358,0.86866,0.99368,0.98768,0.99298,0.85094,0.68794,0.29403,0.88981,2.77769e-05,2.77769e-05,2.77769e-05
200,28104.6,0.71631,0.36578,0.871,0.99292,0.98781,0.993,0.85073,0.68787,0.29442,0.88968,2.70496e-05,2.70496e-05,2.70496e-05
201,28245.7,0.59897,0.28456,0.84107,0.9935,0.9878,0.99302,0.85022,0.68812,0.29388,0.8898,2.63344e-05,2.63344e-05,2.63344e-05
202,28385.6,0.58612,0.28064,0.83274,0.99367,0.98722,0.99299,0.84936,0.68903,0.29405,0.88987,2.56314e-05,2.56314e-05,2.56314e-05
203,28525.9,0.5745,0.27456,0.83133,0.99054,0.98834,0.99296,0.84896,0.68931,0.29406,0.88976,2.49409e-05,2.49409e-05,2.49409e-05
204,28665.5,0.57428,0.27897,0.83026,0.99074,0.98841,0.99291,0.84836,0.6891,0.29392,0.88959,2.42628e-05,2.42628e-05,2.42628e-05
205,28806,0.55747,0.27438,0.83206,0.99091,0.9885,0.99294,0.84753,0.68998,0.29412,0.88979,2.35973e-05,2.35973e-05,2.35973e-05
206,28945.9,0.56047,0.27312,0.826,0.9901,0.9885,0.99297,0.84763,0.6913,0.29395,0.88996,2.29445e-05,2.29445e-05,2.29445e-05
207,29085.5,0.56333,0.2718,0.83335,0.98993,0.98817,0.99297,0.84796,0.69103,0.29486,0.88969,2.23045e-05,2.23045e-05,2.23045e-05
208,29226.7,0.55712,0.27034,0.8284,0.99403,0.98393,0.993,0.8482,0.69114,0.29557,0.88983,2.16774e-05,2.16774e-05,2.16774e-05
209,29366.1,0.56096,0.2731,0.82823,0.99403,0.98397,0.993,0.84805,0.69106,0.29593,0.88988,2.10634e-05,2.10634e-05,2.10634e-05
210,29505,0.55897,0.27174,0.82915,0.99403,0.98403,0.99303,0.84803,0.69134,0.29612,0.89002,2.04624e-05,2.04624e-05,2.04624e-05
211,29645,0.55168,0.27023,0.82726,0.99402,0.98406,0.99305,0.8484,0.69194,0.29539,0.89043,1.98746e-05,1.98746e-05,1.98746e-05
212,29784.5,0.55479,0.27303,0.82833,0.994,0.98419,0.99305,0.84852,0.69212,0.29586,0.8905,1.93e-05,1.93e-05,1.93e-05
213,29924.6,0.56125,0.27345,0.83302,0.99394,0.9844,0.99308,0.8472,0.69281,0.29609,0.89042,1.87389e-05,1.87389e-05,1.87389e-05
214,30064,0.54886,0.26653,0.829,0.99393,0.98451,0.99306,0.84742,0.69264,0.29543,0.89043,1.81912e-05,1.81912e-05,1.81912e-05
215,30203.7,0.5433,0.2628,0.8254,0.99392,0.98447,0.99306,0.84695,0.69164,0.29536,0.89038,1.76571e-05,1.76571e-05,1.76571e-05
216,30343.4,0.54987,0.26789,0.82899,0.99391,0.98473,0.99306,0.84681,0.69211,0.29598,0.89057,1.71366e-05,1.71366e-05,1.71366e-05
217,30483.5,0.54409,0.2663,0.8259,0.99387,0.9847,0.99307,0.84706,0.69191,0.29618,0.89076,1.66298e-05,1.66298e-05,1.66298e-05
218,30623.5,0.54517,0.26614,0.8225,0.9939,0.98483,0.99306,0.84788,0.69202,0.29671,0.89085,1.61368e-05,1.61368e-05,1.61368e-05
219,30763.7,0.53588,0.26648,0.82668,0.9939,0.98477,0.99316,0.84714,0.69262,0.2959,0.89088,1.56577e-05,1.56577e-05,1.56577e-05
220,30904.1,0.55046,0.2705,0.82735,0.9939,0.98497,0.99315,0.84747,0.69292,0.29654,0.89106,1.51926e-05,1.51926e-05,1.51926e-05
221,31044.6,0.53406,0.26088,0.82,0.99393,0.98508,0.99316,0.84751,0.69295,0.29654,0.89118,1.47415e-05,1.47415e-05,1.47415e-05
222,31184.8,0.53226,0.26448,0.82094,0.99388,0.98512,0.99314,0.84635,0.69261,0.29622,0.89094,1.43044e-05,1.43044e-05,1.43044e-05
223,31324.8,0.53277,0.26279,0.82189,0.99389,0.9852,0.99314,0.84696,0.69265,0.29636,0.89117,1.38815e-05,1.38815e-05,1.38815e-05
224,31463.6,0.53131,0.25945,0.82051,0.99386,0.98528,0.99312,0.84599,0.69271,0.29685,0.891,1.34729e-05,1.34729e-05,1.34729e-05
225,31603.1,0.52583,0.25777,0.81811,0.99385,0.9854,0.99312,0.84631,0.69332,0.29665,0.89122,1.30786e-05,1.30786e-05,1.30786e-05
226,31742.6,0.53605,0.25999,0.82483,0.99384,0.98547,0.99312,0.84584,0.69419,0.29598,0.89187,1.26986e-05,1.26986e-05,1.26986e-05
227,31881.8,0.52704,0.25549,0.8215,0.99384,0.9856,0.99315,0.84589,0.69416,0.29601,0.89193,1.2333e-05,1.2333e-05,1.2333e-05
228,32022.3,0.53124,0.26039,0.82266,0.99382,0.98553,0.99315,0.84571,0.69397,0.29696,0.89145,1.19819e-05,1.19819e-05,1.19819e-05
229,32163.5,0.52649,0.25808,0.82257,0.99385,0.98538,0.9932,0.84633,0.69496,0.29604,0.89233,1.16453e-05,1.16453e-05,1.16453e-05
230,32302.8,0.5287,0.25916,0.82027,0.99382,0.98559,0.99319,0.8466,0.69563,0.29568,0.89248,1.13234e-05,1.13234e-05,1.13234e-05
231,32443.5,0.5368,0.26067,0.8276,0.99379,0.9859,0.99324,0.84503,0.69546,0.29563,0.8925,1.1016e-05,1.1016e-05,1.1016e-05
232,32583.1,0.52595,0.25826,0.82148,0.99374,0.9859,0.99326,0.84534,0.69554,0.29618,0.89263,1.07234e-05,1.07234e-05,1.07234e-05
233,32723.1,0.52507,0.26023,0.8156,0.99376,0.9859,0.99326,0.8462,0.69517,0.29679,0.89205,1.04454e-05,1.04454e-05,1.04454e-05
234,32863.5,0.51844,0.26081,0.82434,0.99377,0.9859,0.99329,0.8459,0.69623,0.29656,0.89267,1.01823e-05,1.01823e-05,1.01823e-05
235,33002.7,0.534,0.26072,0.8192,0.99377,0.9859,0.9933,0.84568,0.69553,0.2961,0.89207,9.93391e-06,9.93391e-06,9.93391e-06
236,33143,0.52707,0.2599,0.82909,0.99377,0.98587,0.9933,0.8448,0.69644,0.2962,0.89234,9.70042e-06,9.70042e-06,9.70042e-06
237,33283.4,0.51633,0.25329,0.81589,0.99373,0.9859,0.9933,0.84499,0.69641,0.29611,0.8923,9.48182e-06,9.48182e-06,9.48182e-06
238,33423.5,0.52347,0.25663,0.82023,0.99367,0.9859,0.99328,0.84514,0.69631,0.29693,0.89244,9.27815e-06,9.27815e-06,9.27815e-06
239,33563.4,0.52964,0.25851,0.8266,0.9934,0.9859,0.99328,0.84417,0.69686,0.29654,0.89254,9.08943e-06,9.08943e-06,9.08943e-06
240,33703.2,0.52331,0.25878,0.81389,0.99318,0.9859,0.99326,0.84492,0.69688,0.29651,0.89264,8.9157e-06,8.9157e-06,8.9157e-06
241,33842.9,0.52287,0.25573,0.82647,0.99289,0.9859,0.99324,0.84435,0.69688,0.29681,0.89246,8.75699e-06,8.75699e-06,8.75699e-06
242,33984.2,0.51473,0.25489,0.81223,0.99347,0.98585,0.99328,0.84523,0.69647,0.29732,0.89231,8.61331e-06,8.61331e-06,8.61331e-06
243,34124.8,0.52534,0.255,0.82009,0.99363,0.98563,0.99323,0.84567,0.69694,0.29696,0.89247,8.4847e-06,8.4847e-06,8.4847e-06
244,34265.1,0.53087,0.25958,0.82999,0.99328,0.98561,0.99323,0.84448,0.69698,0.29726,0.89233,8.37117e-06,8.37117e-06,8.37117e-06
245,34405.1,0.5091,0.25299,0.81974,0.99316,0.98557,0.99322,0.84462,0.69698,0.29718,0.89238,8.27275e-06,8.27275e-06,8.27275e-06
